4,18
4,24
4,8
8,4
4,20
4,21
8,21
8,2
26,2
23,13
26,21
19,23
26,16
7,5
12,26
20,17
20,24
20,28
20,13
20,17
15,20
15,20
20,16
20,16
20,17
20,17
20,17
20,17
20,17
20,17
20,21
19,23
20,12
21,17
17,20
28,19
2,5
22,24
23,8
23,19
6,1
3,18
22,16
4,10
7,4
10,9
28,26
18,14
18,24
9,28
21,16
28,9
24,14
24,23
24,22
10,8
24,14
24,16
24,22
24,0
24,7
24,0
7,18
24,15
24,16
24,7
24,1
24,20
20,24
16,8
24,4
24,7
24,0
27,24
24,25
24,21
24,28
24,1
24,10
24,16
9,28
19,4
2,17
7,10
14,22
7,19
1,19
21,14
13,5
18,25
18,6
18,7
6,1
18,6
18,14
19,7
29,0
7,18
7,29
9,28
9,28
19,23
27,7
20,19
19,10
7,26
24,27
20,22
20,10
27,7
22,7
22,7
23,21
7,18
19,29
23,19
22,23
23,16
22,23
24,0
16,13
12,21
18,29
18,21
22,7
7,23
19,23
19,26
23,16
6,1
18,6
18,10
22,7
16,23
22,23
9,12
24,11
24,0
20,11
23,16
22,7
5,23
22,12
23,22
23,22
23,16
23,16
22,7
23,22
16,23
23,22
23,16
22,23
23,16
23,22
23,16
23,16
22,7
24,7
23,22
23,19
23,7
22,7
26,21
2,25
24,7
22,7
6,1
23,16
22,7
23,16
19,23
23,22
18,2
18,27
23,16
22,23
23,16
23,16
19,24
18,6
3,6
18,7
18,9
23,16
22,23
23,16
23,22
23,16
22,23
10,2
18,29
23,16
16,23
23,16
22,24
24,22
22,7
7,23
2,7
7,19
24,13
23,16
19,23
24,7
24,7
20,26
18,9
7,10
24,18
7,10
24,18
18,24
9,10
18,7
18,0
25,20
7,10
2,8
1,7
15,14
21,22
27,7
22,2
6,1
21,13
16,22
19,27
7,26
16,22
5,22
22,7
7,23
16,22
23,2
23,19
22,7
19,23
7,26
22,7
22,5
23,22
22,7
19,7
26,16
22,7
16,12
7,26
23,7
16,22
22,7
16,12
7,22
22,7
7,23
10,9
21,23
21,2
21,23
0,0
2,7
15,2
10,2
7,2
24,10
24,4
2,7
2,7
2,28
8,9
25,8
2,24
16,29
22,21
7,10
7,21
17,15
20,23
23,2
15,14
15,6
6,1
19,2
2,17
15,14
7,26
22,7
2,6
6,1
15,29
18,6
2,6
2,6
15,13
18,15
3,6
6,1
2,6
3,10
29,25
18,15
9,6
14,19
2,6
25,0
22,7
22,7
6,1
17,15
15,19
29,19
29,2
9,21
25,19
21,7
25,5
1,14
1,11
1,15
24,1
24,1
1,14
1,0
1,29
1,0
1,17
9,25
9,28
10,9
9,7
9,7
9,28
25,7
20,21
7,21
6,2
15,14
11,4
25,16
21,5
18,29
23,29
23,8
16,12
24,7
21,7
19,29
3,18
12,29
19,7
2,7
4,18
25,16
25,0
18,27
25,2
19,23
20,21
4,13
2,25
21,13
2,20
2,13
19,24
10,18
4,21
2,4
22,7
2,7
19,21
9,4
2,13
19,27
29,5
2,12
23,26
9,28
9,10
24,18
6,18
2,27
2,29
18,2
4,18
6,1
23,19
19,23
26,22
21,2
19,11
18,4
18,9
6,18
19,27
21,2
5,10
24,4
2,27
27,7
2,0
18,7
23,29
2,13
2,29
28,15
10,9
18,2
12,28
2,19
13,0
23,18
22,7
23,12
23,22
23,19
2,27
23,12
7,9
5,23
23,22
23,22
7,26
19,23
2,22
19,22
19,22
23,26
12,5
23,26
19,22
22,7
23,22
23,22
16,23
22,7
23,19
19,23
7,26
7,10
12,19
23,22
7,5
29,4
19,2
2,21
21,5
27,3
19,21
10,2
2,7
14,6
24,28
24,27
19,23
19,23
2,29
2,19
2,4
15,6
7,26
18,3
29,0
13,24
9,28
3,29
22,7
16,23
29,21
21,4
21,22
21,16
22,21
22,7
7,10
19,0
22,7
19,13
21,23
21,23
21,23
21,22
2,7
10,9
26,10
8,7
15,14
7,27
7,13
27,13
18,19
13,0
26,10
23,19
26,20
5,2
2,5
2,5
2,5
5,23
1,7
7,10
19,23
17,10
2,0
2,29
2,28
2,8
2,0
4,16
19,21
13,21
19,2
2,12
2,7
2,29
2,5
7,28
3,5
13,2
13,27
2,27
7,2
13,0
2,7
2,7
5,2
5,2
5,2
5,2
5,2
5,2
5,2
22,26
2,0
21,2
2,17
5,22
13,21
22,7
2,17
2,9
18,19
18,10
6,1
25,8
2,9
2,19
2,7
19,23
2,17
22,16
22,7
17,11
23,29
23,26
10,2
2,19
7,10
18,1
7,23
25,4
24,14
18,2
25,23
12,5
24,10
9,10
9,24
5,12
5,4
5,8
5,21
5,21
5,23
5,12
5,16
5,7
5,21
5,22
5,21
5,7
7,8
5,21
5,21
5,22
5,23
5,21
5,21
5,8
21,8
5,21
5,21
25,8
5,21
5,21
5,21
5,15
5,21
25,12
5,21
5,21
5,21
5,24
5,21
5,21
10,22
20,21
20,21
8,21
21,12
18,29
7,23
18,0
6,1
18,15
22,7
23,7
23,29
12,22
23,26
2,21
9,0
9,10
9,25
10,9
9,7
9,21
17,29
9,10
9,28
9,28
10,9
8,9
22,7
7,10
9,22
11,9
9,0
29,22
28,9
10,29
9,21
9,0
9,28
9,10
9,22
9,0
9,15
19,10
18,22
24,0
22,7
7,16
22,7
16,29
23,19
18,0
18,0
7,26
19,21
7,22
21,23
16,23
22,7
10,2
18,21
18,29
22,7
23,22
23,26
24,23
2,7
19,7
13,0
7,15
17,2
13,28
2,21
29,24
16,23
20,25
17,10
19,23
7,6
16,23
10,14
28,2
7,18
2,24
7,12
9,10
10,22
2,0
7,2
7,21
4,7
2,18
19,18
6,19
18,6
18,19
18,14
23,2
29,0
18,7
2,11
13,14
2,4
7,26
19,13
26,22
23,22
19,23
19,26
22,7
6,1
15,18
23,19
9,0
9,7
9,29
9,4
10,9
9,2
14,9
23,19
19,23
3,26
18,7
7,6
23,24
15,6
5,2
18,15
18,19
18,15
7,10
16,23
7,26
7,2
26,23
22,7
19,22
23,22
23,22
23,22
22,7
22,7
22,7
12,22
7,26
22,7
22,7
7,16
7,16
23,21
7,16
16,23
7,21
21,22
25,23
22,7
23,22
23,13
22,7
23,5
22,7
23,12
23,12
23,22
16,26
22,7
8,21
19,23
23,5
22,7
23,19
22,7
22,13
22,7
22,7
23,19
22,7
22,7
12,22
22,7
22,7
22,12
22,23
22,7
29,12
23,19
23,21
19,10
23,22
23,22
22,7
21,23
12,22
13,19
22,7
23,22
19,17
19,17
22,7
7,12
22,26
22,7
23,7
22,7
7,23
23,12
23,12
22,7
22,7
22,7
16,23
19,4
18,12
13,0
9,2
18,14
13,7
2,19
29,19
19,2
9,18
10,7
26,10
18,20
15,14
18,25
13,15
15,14
21,13
14,2
26,16
20,5
22,7
18,19
24,29
24,20
24,20
18,29
22,21
9,20
29,21
3,19
22,7
13,2
19,15
29,0
22,7
21,13
4,28
22,7
22,21
22,7
23,28
22,7
23,22
23,22
29,7
22,7
23,2
22,7
23,22
19,22
26,22
29,7
12,22
2,17
7,22
19,23
4,18
21,13
21,23
18,7
10,5
6,18
6,29
29,2
2,0
10,29
22,2
2,7
13,0
29,24
6,18
2,18
21,29
21,29
21,29
2,7
9,2
13,0
3,17
7,2
9,10
18,19
19,7
3,19
19,2
19,29
9,10
4,14
2,29
2,13
2,3
2,9
18,10
21,5
21,5
2,18
21,9
24,29
18,2
9,2
15,14
18,29
23,12
7,10
7,2
19,7
7,16
16,23
21,13
2,29
7,22
4,25
21,4
23,8
15,4
29,21
21,25
23,27
21,29
24,2
24,29
10,21
10,7
16,22
29,21
29,24
21,15
29,7
21,23
23,26
21,12
29,21
7,23
23,5
29,9
29,21
22,7
24,20
10,9
16,22
21,22
27,15
8,12
21,14
29,19
23,26
29,4
24,12
16,18
26,5
24,18
8,9
2,21
21,4
8,9
8,21
8,0
16,8
29,21
2,29
23,16
22,7
29,7
18,6
6,1
12,21
4,12
12,21
5,23
7,26
9,0
9,0
29,8
7,29
23,22
29,9
29,9
24,22
24,29
29,22
23,12
7,19
23,21
22,7
29,5
29,22
22,7
19,13
22,7
23,22
23,19
22,7
9,19
22,7
11,19
29,19
19,0
22,19
19,2
29,19
21,22
22,7
23,22
16,9
16,21
26,22
26,12
22,7
23,22
16,22
22,12
22,7
22,7
23,22
22,7
22,7
23,13
19,7
19,21
22,7
13,8
16,22
10,25
22,7
7,17
23,22
24,22
22,7
29,16
29,8
20,5
20,17
23,19
19,2
9,10
4,25
6,18
2,19
29,2
21,19
6,1
2,21
2,5
9,29
19,23
24,20
21,23
2,19
13,28
22,19
19,23
22,12
24,29
29,21
14,18
8,21
21,7
5,1
22,7
2,9
18,19
18,9
18,7
22,21
13,27
2,19
10,4
9,24
18,5
21,23
28,15
12,0
29,21
29,21
24,4
24,20
24,20
2,7
21,22
22,2
4,28
23,22
19,23
19,22
23,22
22,7
29,24
22,7
7,22
16,29
26,22
21,23
22,7
21,5
5,23
23,5
16,21
14,18
14,5
18,6
6,1
19,28
2,23
24,29
24,21
2,21
18,6
6,1
18,14
23,12
9,0
19,29
16,23
29,18
24,29
10,12
10,9
2,15
12,5
9,21
9,10
21,29
10,21
24,21
2,26
15,2
21,2
2,29
23,29
18,6
29,21
2,17
13,21
23,12
9,0
9,10
9,18
9,28
24,20
21,5
22,21
3,13
22,21
2,19
23,19
9,10
9,10
11,4
26,10
26,15
21,29
2,21
5,13
27,19
6,4
7,19
18,23
15,6
18,2
29,6
14,4
29,21
18,3
0,0
2,29
2,29
29,21
18,12
29,18
2,29
29,22
9,10
9,10
4,29
29,9
29,9
23,16
9,12
24,22
21,12
29,2
7,9
23,22
24,22
2,19
23,16
22,7
9,7
18,23
22,7
24,21
0,0
19,7
2,21
21,22
6,2
22,2
22,7
22,21
22,21
21,2
22,7
22,7
7,23
23,12
21,22
7,16
22,21
7,16
22,7
29,19
22,7
22,7
12,22
7,26
2,21
22,21
21,2
21,23
21,23
21,23
2,6
2,13
2,6
5,3
2,21
22,7
7,16
16,22
22,7
23,22
22,7
23,7
22,19
16,23
25,7
23,5
25,20
19,23
7,10
17,10
19,23
8,4
25,29
25,18
29,21
29,21
2,21
21,29
14,23
29,21
21,7
7,21
20,24
25,29
25,29
25,7
26,24
29,21
25,9
7,29
7,10
7,10
29,21
29,21
29,21
7,10
9,29
9,29
9,29
25,29
25,29
25,29
24,20
24,20
10,29
14,23
18,29
25,7
25,7
7,25
21,29
25,23
25,22
25,22
22,7
19,10
21,29
23,19
7,22
10,9
7,16
7,16
25,0
17,10
9,10
21,4
24,21
24,29
23,2
29,12
22,23
18,13
18,21
18,25
18,25
18,6
15,4
13,21
13,21
14,25
25,29
9,7
9,0
9,28
10,9
22,24
29,21
22,7
26,8
25,5
23,24
23,24
18,17
18,4
18,5
18,15
18,21
10,9
21,5
22,7
2,22
8,21
9,7
28,19
0,0
24,22
17,21
9,19
25,12
21,13
29,21
29,2
1,16
8,21
18,15
24,29
12,19
29,21
9,10
9,2
19,23
7,10
19,23
0,0
4,11
9,23
24,21
24,4
7,1
16,23
18,7
18,21
18,15
18,0
2,0
14,21
2,5
22,12
10,9
9,28
6,1
20,24
10,9
12,22
23,22
22,7
2,22
26,22
7,23
22,7
22,21
29,7
23,13
26,23
18,22
19,23
19,23
4,27
21,23
25,21
2,0
2,0
2,0
21,2
19,23
22,7
2,0
2,0
25,18
2,0
2,0
